short_name,player_positions,overall,potential,age,club_team_id,club_name,league_id,league_name,nationality_id,nationality_name,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,pace,shooting,passing,dribbling,defending,physic,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed
M. Baltaxa,"CB, LWB",62,63,27,256,Austria Wien,80,Bundesliga,26,Israel,Left,3,2,1,Medium/High,72,29,47,58,61,64,12,14,13,14,15,
S. Khan,"CDM, CM",62,63,27,1934,Swindon Town,61,League Two,116,Gambia,Right,2,2,1,Medium/High,63,52,56,61,56,73,9,7,10,15,8,
A. Guiebre,"LM, LB",62,63,25,1744,Modena,32,Serie B,101,Burkina Faso,Left,3,3,1,Medium/Medium,87,44,60,56,49,54,9,10,8,9,8,
R. YÄ±lmaz,CB,62,63,27,101028,Hatayspor,68,Super Lig,48,Turkey,Right,2,2,1,Medium/High,62,30,42,46,63,64,9,8,6,9,12,
B. SÃ¼lÃ¼ngÃ¶z,CB,62,63,27,131389,Pendikspor,68,Super Lig,48,Turkey,Right,2,2,1,Low/Medium,58,29,40,37,62,74,10,9,9,5,15,
A. LÃ³pez,"CDM, CB",62,63,28,110072,OÈ›elul GalaÈ›i,330,Liga 1,60,Uruguay,Right,2,2,1,Medium/Medium,49,48,54,54,62,65,6,8,12,9,7,
J. Sedlak,CDM,62,63,28,874,Ruch ChorzÃ³w,66,Ekstraklasa,12,Czech Republic,Right,2,2,1,Medium/Medium,61,43,52,58,62,68,6,14,14,5,13,
Carlos JatobÃ¡,"CDM, CM",62,63,27,110815,CSM Politehnica IaÈ™i,330,Liga 1,54,Brazil,Left,3,2,1,High/High,60,45,55,49,60,75,15,14,6,6,12,
Lucas Anacker,GK,62,63,26,100831,AlcorcÃ³n,54,La Liga 2,54,Brazil,Right,3,1,1,Medium/Medium,,,,,,,60,56,64,60,68,24
G. Morris,GK,62,62,39,1802,Gillingham,61,League Two,14,England,Right,3,1,1,Medium/Medium,,,,,,,60,60,59,65,62,33
D. Pratley,CDM,62,62,38,1958,Leyton Orient,60,League One,14,England,Right,2,2,1,Low/Medium,33,57,60,55,60,64,8,12,11,16,12,
S. Whalley,"RM, ST",62,62,35,110313,Accrington Stanley,61,League Two,14,England,Right,3,3,1,High/High,66,60,58,65,51,54,12,16,15,10,10,
S. Foley,"CDM, CM",62,62,36,381,Barrow,61,League Two,25,Republic of Ireland,Right,3,2,1,Medium/Medium,52,55,60,60,58,68,7,14,12,9,13,
L. Akins,"ST, RWB",62,62,34,1940,Mansfield Town,61,League Two,77,Grenada,Right,3,3,1,High/High,66,61,59,61,51,81,11,12,12,6,11,
R. Milsom,LB,62,62,36,110799,Sutton United,61,League Two,14,England,Left,2,2,1,Medium/High,55,55,59,58,58,71,13,12,6,10,16,
A. Pearce,CB,62,62,34,112259,AFC Wimbledon,61,League Two,25,Republic of Ireland,Right,2,2,1,Low/High,31,26,42,43,62,71,15,9,9,16,6,
A. Nouri,RWB,62,62,33,1756,HamKam,41,Eliteserien,36,Norway,Right,4,3,1,Medium/Medium,61,48,55,62,58,64,12,7,14,16,11,
T. Rowe,"CM, CB, LB",62,62,34,142,Doncaster Rovers,61,League Two,14,England,Left,3,3,1,Medium/Medium,54,57,61,62,61,63,14,14,14,13,16,
K. Barbarouses,"CAM, ST, RW",62,62,33,111766,Wellington Phoenix,351,A-League,198,New Zealand,Right,3,3,1,High/Medium,78,64,55,64,37,74,8,11,12,13,9,
R. O'Donnell,GK,62,62,34,1926,Blackpool,60,League One,14,England,Left,3,1,1,Medium/Medium,,,,,,,62,62,60,62,62,52
D. Lyness,GK,62,62,31,423,St Patrick's,65,Premier Division,14,England,Right,2,1,1,Medium/Medium,,,,,,,61,61,59,61,62,54
Go Yo Han,"CM, RM, ST",62,62,35,982,Seoul,83,K League 1,167,Korea Republic,Right,3,2,1,High/High,69,57,61,62,58,61,11,12,13,16,15,
Shin Kwang Hoon,"RB, CDM",62,62,36,1474,Pohang Steelers,83,K League 1,167,Korea Republic,Right,3,2,1,Medium/High,62,50,58,58,60,68,15,11,7,10,14,
R. Flynn,"CM, CDM",62,62,34,100805,St. Mirren,50,Premiership,42,Scotland,Right,3,2,1,High/High,54,57,63,66,59,55,7,16,14,16,6,
G. Woods,GK,62,62,32,143,Exeter City,60,League One,14,England,Right,2,1,1,Medium/Medium,,,,,,,64,60,62,59,64,51
M. Carayol,"LW, LM",62,62,34,15015,Burton Albion,60,League One,116,Gambia,Right,4,3,1,High/Low,79,57,58,64,23,53,7,14,11,16,16,
M. Vigorito,GK,62,62,33,1745,Como,32,Serie B,27,Italy,Right,2,1,1,Medium/Medium,,,,,,,60,61,60,62,63,39
N. Canavan,CB,62,62,32,381,Barrow,61,League Two,25,Republic of Ireland,Left,2,2,1,Low/Medium,40,26,37,41,62,75,6,10,11,14,6,
S. Conneely,"CDM, CM",62,62,34,110313,Accrington Stanley,61,League Two,25,Republic of Ireland,Right,3,2,1,Medium/High,35,49,56,59,61,66,15,14,13,12,14,
A. Chicksen,LWB,62,62,31,1937,Notts County,61,League Two,148,Zimbabwe,Left,3,2,1,High/Low,75,53,54,62,54,67,13,13,16,9,6,
T. Vaiho,GK,62,62,34,710,DjurgÃ¥rden,56,Allsvenskan,46,Sweden,Right,2,1,1,Medium/Medium,,,,,,,66,61,59,56,62,31
M. Amsif,GK,62,62,34,492,Wehen Wiesbaden,20,2. Bundesliga,129,Morocco,Right,3,1,1,Medium/Medium,,,,,,,63,60,60,61,61,36
U. Eusepi,ST,62,62,34,1846,Lecco,32,Serie B,27,Italy,Right,4,2,1,High/Medium,70,62,52,61,28,61,10,11,13,16,13,
F. Bombagi,"CM, CAM",62,62,33,110908,Catanzaro,32,Serie B,27,Italy,Right,3,2,1,High/Medium,70,63,63,66,48,60,14,8,13,12,7,
J. Falkingham,"CDM, CM",62,62,32,112222,Harrogate Town,61,League Two,14,England,Left,3,2,1,Medium/High,59,53,58,65,59,53,6,9,6,15,8,
J. Obika,ST,62,62,32,83,Motherwell,50,Premiership,14,England,Left,2,2,1,Medium/Medium,62,59,44,61,32,74,16,10,7,13,14,
Yu Yang,CB,62,62,33,111774,Tianjin Jinmen Tiger,2012,Super League,155,China PR,Right,2,2,1,Medium/High,55,26,44,48,60,71,12,7,16,7,10,
W. Abdullah,GK,62,62,37,112139,Al Nassr,350,Pro League,183,Saudi Arabia,Right,2,1,1,Medium/Medium,,,,,,,62,63,67,61,58,30
Yang Yun,CB,62,62,34,112985,Cangzhou Mighty Lions,2012,Super League,155,China PR,Right,2,2,1,Medium/Medium,53,52,48,54,61,71,15,12,11,10,11,
Zhang Chi,"RB, RM",62,62,35,111724,Shandong Taishan,2012,Super League,155,China PR,Right,3,2,1,Medium/High,63,50,57,57,61,67,16,16,8,9,6,
M. Jurman,CB,62,62,33,114604,Macarthur,351,A-League,195,Australia,Left,2,2,1,Medium/Medium,38,40,52,46,60,78,8,16,14,12,16,
M. Lund,CM,62,62,32,113926,Salford City,61,League Two,35,Northern Ireland,Right,3,2,1,High/Medium,51,59,60,61,61,72,9,8,11,15,11,
O. Clarke,CM,62,62,31,1940,Mansfield Town,61,League Two,14,England,Right,4,3,1,Medium/Medium,60,60,59,62,59,77,9,12,8,9,12,
J. Marquis,ST,62,62,31,1962,Bristol Rovers,60,League One,14,England,Right,4,2,1,High/Low,53,63,50,58,39,80,6,15,11,11,11,
G. Perozo,CB,62,62,37,110993,Monagas,2019,Primera Division,61,Venezuela,Right,2,2,1,Medium/Medium,59,35,44,52,61,67,12,6,10,13,14,
R. Bowman,ST,62,62,31,127,Shrewsbury Town,60,League One,14,England,Right,3,2,1,Medium/Medium,59,61,47,59,31,78,6,10,12,10,13,
A. Ludwig,"CM, CAM",62,62,32,110176,Ulm,2076,3. Liga,21,Germany,Left,3,3,1,Medium/Medium,67,60,62,64,56,66,13,8,12,14,7,
A. Abrashi,"CM, CDM",62,62,33,322,Grasshopper,189,Super League,1,Albania,Right,2,2,1,Medium/High,50,51,56,65,59,70,16,16,13,13,12,
T. HolÃ½,GK,62,62,31,1480,Carlisle United,60,League One,12,Czech Republic,Right,3,1,1,Medium/Medium,,,,,,,64,58,60,61,63,37
G. Massey,"ST, RWB",62,62,30,1928,Port Vale,60,League One,14,England,Right,3,3,1,Medium/Medium,79,59,60,65,50,65,12,7,16,16,16,
K. Perrot,"RWB, LWB",62,62,34,1814,Laval,17,Ligue 2,18,France,Right,3,2,1,Medium/Medium,65,35,55,54,57,65,7,8,12,7,11,
R. Benson,CAM,62,62,31,837,Dundalk,65,Premier Division,25,Republic of Ireland,Left,4,3,1,Medium/Medium,51,61,63,63,55,57,8,13,15,15,7,
A. Sarcevic,"CM, CAM",62,62,31,1931,Stockport County,61,League Two,14,England,Right,2,3,1,High/Low,47,62,62,64,57,70,16,11,13,8,16,
T. Antonis,"CM, CDM",62,62,29,112224,Melbourne City,351,A-League,195,Australia,Right,5,3,1,Medium/Medium,61,58,63,63,57,64,7,15,16,14,15,
S. OsmanoÄŸlu,CB,62,62,33,101037,Rizespor,68,Super Lig,48,Turkey,Right,2,2,1,Low/Medium,33,35,41,40,62,72,10,9,12,11,13,
V. Ulloa,"CDM, CM, RB",62,62,31,112893,Inter Miami,39,Major League Soccer,83,Mexico,Right,3,2,1,Medium/High,39,56,59,61,59,68,10,14,13,10,15,
C. Thomas,"CDM, CM",62,62,29,121,Crewe Alexandra,61,League Two,14,England,Right,3,2,1,Low/High,64,55,56,59,59,73,14,14,12,12,14,
Yi Teng,CB,62,62,33,111769,Changchun Yatai,2012,Super League,155,China PR,Right,2,2,1,Medium/Medium,33,37,48,40,60,74,6,13,14,10,16,
A. WoÅºniak,"RM, RB, LB",62,62,33,110749,ZagÅ‚Ä™bie Lubin,66,Ekstraklasa,37,Poland,Right,3,3,1,Medium/High,63,60,60,63,58,63,14,15,15,8,10,
V. Oliver,ST,62,62,31,1804,Bradford City,61,League Two,14,England,Right,2,2,1,Medium/Low,60,60,50,58,41,79,12,13,13,15,12,
E. Zavaleta,CB,62,62,30,697,LA Galaxy,39,Major League Soccer,76,El Salvador,Right,2,2,1,Medium/Medium,46,46,50,53,59,73,12,7,15,13,15,
T. Lange,"LWB, LB",62,62,29,917,StabÃ¦k,41,Eliteserien,13,Denmark,Left,2,2,1,High/Medium,70,48,53,57,56,72,11,10,15,15,8,
R. Towell,CM,62,62,31,306,Shamrock Rovers,65,Premier Division,25,Republic of Ireland,Right,4,3,1,High/Medium,57,59,63,62,59,66,7,14,8,7,9,
Go Moo Yul,"ST, LW",62,62,32,983,Suwon Bluewings,83,K League 1,167,Korea Republic,Right,4,3,1,High/Low,65,61,60,62,32,62,12,12,11,10,10,
A. Berardi,GK,62,62,32,206,Hellas Verona,31,Serie A,27,Italy,Right,3,1,1,Medium/Medium,,,,,,,61,58,56,63,64,50
S. Gannon,"CB, RWB",62,62,31,306,Shamrock Rovers,65,Premier Division,25,Republic of Ireland,Right,3,2,1,Medium/Medium,66,51,54,58,60,68,10,10,15,9,10,
S. Wootton,CB,62,62,31,111766,Wellington Phoenix,351,A-League,14,England,Right,3,2,1,Low/Medium,50,29,47,52,60,75,15,8,12,15,12,
L. Norris,ST,62,62,30,15048,Tranmere Rovers,61,League Two,14,England,Right,3,2,1,High/Low,60,61,50,59,25,73,8,12,13,9,6,
G. Ray,CB,62,62,29,381,Barrow,61,League Two,50,Wales,Right,2,2,1,Low/High,51,26,35,47,62,73,13,10,12,9,8,
M. Fetsch,ST,62,62,34,172,Unterhaching,2076,3. Liga,21,Germany,Right,3,2,1,Medium/High,65,58,52,57,38,77,14,13,15,8,10,
J. Manzorro,"CAM, LM",62,62,31,114168,Jamshedpur,2149,Super League,18,France,Right,3,3,1,Medium/Low,74,53,59,66,26,64,9,7,7,7,11,
R. McKenzie,"LM, CAM, CM",62,62,29,82,Kilmarnock,50,Premiership,42,Scotland,Right,3,3,1,High/High,77,54,57,64,50,64,15,11,15,12,7,
N. Byrne,CB,62,62,30,1931,Stockport County,61,League Two,25,Republic of Ireland,Right,2,2,1,Low/Medium,45,26,38,45,62,72,10,7,13,8,11,
ThomÃ¡s,"ST, LM",62,62,30,112258,Gwangju,83,K League 1,54,Brazil,Right,3,3,1,High/Medium,73,62,60,68,27,48,14,7,9,14,13,
A. Hahn,CB,62,62,30,531,PreuÃŸen MÃ¼nster,2076,3. Liga,21,Germany,Left,2,2,1,Medium/Medium,57,40,48,51,59,73,14,15,13,8,10,
A. Forde,RWB,62,62,29,1947,Wrexham,61,League Two,25,Republic of Ireland,Right,3,3,1,High/Low,70,59,60,64,53,59,14,12,11,13,15,
G. Holohan,CM,62,62,31,92,Grimsby Town,61,League Two,25,Republic of Ireland,Right,3,3,1,High/High,70,58,59,63,54,64,15,14,6,8,15,
A. Sala,GK,62,62,29,110908,Catanzaro,32,Serie B,27,Italy,Right,3,1,1,Medium/Medium,,,,,,,64,63,60,61,64,45
G. Buckley,CB,62,62,29,563,Sligo Rovers,65,Premier Division,25,Republic of Ireland,Right,3,2,1,Medium/Medium,39,58,61,58,61,71,6,15,9,16,8,
M. Benning,LWB,62,62,29,127,Shrewsbury Town,60,League One,14,England,Left,2,3,1,High/Medium,72,51,59,60,55,65,15,14,9,7,14,
S. Al Qumayzi,RB,62,62,31,113058,Abha,350,Pro League,183,Saudi Arabia,Right,3,2,1,High/Medium,72,37,54,60,55,74,15,10,14,11,12,
H. Al Shuwaysh,CB,62,62,34,113057,Al Fayha,350,Pro League,183,Saudi Arabia,Left,3,2,1,Medium/Medium,35,24,45,51,60,78,13,7,11,14,6,
T. Payne,"CB, RB",62,62,29,111766,Wellington Phoenix,351,A-League,198,New Zealand,Right,3,2,1,Medium/High,62,54,58,51,59,77,13,9,7,9,12,
C. Brown,"LB, LWB",62,62,29,111395,Brisbane Roar,351,A-League,195,Australia,Left,2,2,1,High/Medium,72,44,56,59,55,69,14,12,15,10,16,
G. Wegkamp,"ST, CF",62,62,30,531,PreuÃŸen MÃ¼nster,2076,3. Liga,21,Germany,Right,3,2,1,Medium/Medium,53,62,52,55,35,75,14,10,8,13,6,
F. Kirschke,GK,62,62,31,1829,VfB LÃ¼beck,2076,3. Liga,21,Germany,Right,3,1,1,Medium/Medium,,,,,,,63,60,61,60,65,35
A. Al Zaqan,"RM, LM, RB",62,62,32,113037,Al Riyadh,350,Pro League,183,Saudi Arabia,Right,4,3,1,High/Medium,82,63,54,64,34,62,14,15,9,12,10,
M. Stiefler,"CDM, CM",62,62,34,172,Unterhaching,2076,3. Liga,21,Germany,Right,4,2,1,Medium/Medium,66,50,62,67,53,72,12,11,10,12,10,
C. Vernam,LM,62,62,26,92,Grimsby Town,61,League Two,14,England,Right,3,3,1,High/Medium,83,54,54,64,31,55,6,14,9,14,9,
P. Sisto,LW,62,62,28,1516,Midtjylland,1,Superliga,13,Denmark,Right,4,3,1,Medium/Medium,67,62,62,65,43,57,12,6,12,11,11,
Park Jung Bin,"LM, ST",62,62,29,111659,Rodez,17,Ligue 2,167,Korea Republic,Right,5,4,1,Medium/Medium,76,57,59,63,38,50,13,7,13,8,8,
E. Hurtado,ST,62,62,32,688,DC United,39,Major League Soccer,95,United States,Right,2,2,1,High/Medium,79,62,51,60,33,66,12,8,15,13,13,
J. Clisby,"LB, LM",62,62,31,112427,Western Sydney Wanderers,351,A-League,195,Australia,Left,3,2,1,Medium/Medium,66,53,58,57,56,68,9,11,9,13,11,
C. Wilkinson,"ST, RM",62,62,28,83,Motherwell,50,Premiership,25,Republic of Ireland,Left,3,3,1,High/Medium,72,63,56,61,32,70,7,13,14,7,6,
Lee Eu Ddeum,"LB, LWB",62,62,33,112258,Gwangju,83,K League 1,167,Korea Republic,Left,3,2,1,Medium/High,69,52,59,60,56,68,15,9,14,7,6,
P. Retre,"CDM, CM",62,62,30,113298,Goa,2149,Super League,195,Australia,Right,3,2,1,Medium/Medium,47,49,58,61,57,72,7,10,14,13,8,
C. Irwin,GK,62,62,34,111138,Minnesota United,39,Major League Soccer,95,United States,Right,1,1,1,Medium/Medium,,,,,,,62,62,63,62,62,46
D. Conroy,CB,62,62,27,110890,Crawley Town,61,League Two,14,England,Right,3,2,1,Medium/Medium,55,28,48,57,60,73,9,6,13,12,9,
D. Love,"RWB, RB",62,62,28,357,Morecambe,61,League Two,42,Scotland,Right,3,2,1,High/High,69,35,55,59,57,67,8,13,7,14,9,
L. John,CB,62,62,29,110799,Sutton United,61,League Two,14,England,Right,2,2,1,Low/Medium,60,32,42,46,61,75,10,16,13,9,11,
F. Jourdan,CM,62,62,32,112965,Central Cordoba SdE,353,Liga Profesional,52,Argentina,Right,3,2,1,Medium/Medium,58,57,58,63,57,70,14,8,12,9,16,
C. Kerr,RB,62,62,27,180,Dundee,50,Premiership,42,Scotland,Right,3,2,1,Medium/High,70,29,51,57,58,70,11,7,10,8,11,
J. Elsey,CB,62,62,29,111629,East Bengal,2149,Super League,195,Australia,Right,3,2,1,Medium/High,45,26,44,48,60,78,13,12,7,15,12,
L. Shephard,"RB, RM, CB",62,62,28,113926,Salford City,61,League Two,50,Wales,Right,4,2,1,High/High,72,48,57,61,56,63,8,13,9,8,8,
J. Cisotti,"CAM, CM, ST",62,62,30,110072,OÈ›elul GalaÈ›i,330,Liga 1,27,Italy,Left,3,3,1,Medium/Medium,70,62,59,64,46,56,8,14,5,13,10,
T. Paterok,GK,62,62,30,523,SaarbrÃ¼cken,2076,3. Liga,21,Germany,Right,2,1,1,Medium/Medium,,,,,,,64,61,62,61,65,33
P. Brough,"LB, LWB",62,62,27,1930,Northampton Town,60,League One,14,England,Left,2,2,1,Medium/High,73,46,54,55,57,78,15,10,7,15,11,
J. VojtuÅ¡,ST,62,62,29,110815,CSM Politehnica IaÈ™i,330,Liga 1,43,Slovakia,Right,4,2,1,Medium/Low,63,62,51,59,24,66,8,12,11,13,8,
J. Bajandouh,"CDM, CM",62,62,30,112572,Al Tai,350,Pro League,183,Saudi Arabia,Right,4,2,1,Medium/Medium,36,57,61,59,61,68,15,15,10,14,11,
F. YabrÃ©,CB,62,62,32,110072,OÈ›elul GalaÈ›i,330,Liga 1,101,Burkina Faso,Right,2,2,1,Medium/Medium,63,31,33,36,63,76,14,13,12,15,12,
E. Ansah,ST,62,62,28,695,Dallas,39,Major League Soccer,117,Ghana,Right,3,3,1,High/Medium,79,58,55,68,40,55,10,8,6,15,15,
G. Kaya,CAM,62,62,27,131389,Pendikspor,68,Super Lig,48,Turkey,Right,3,3,1,Medium/Medium,67,56,57,66,40,49,16,9,10,7,13,
R. Al Ghamdi,ST,62,62,29,112392,Al Raed,350,Pro League,183,Saudi Arabia,Right,3,3,1,Medium/Low,74,61,56,63,38,63,10,15,9,9,9,
D. Trichard,"LWB, LB",62,62,28,111276,Dunkerque,17,Ligue 2,18,France,Left,2,2,1,Medium/Medium,69,55,58,62,56,58,15,14,12,11,13,
L. Kelly,"CM, CDM",62,62,27,110890,Crawley Town,61,League Two,25,Republic of Ireland,Right,2,3,1,Medium/Medium,71,57,63,66,56,46,14,15,13,12,16,
J. Sotirio,"LM, ST, RM",62,62,27,113299,Kerala Blasters,2149,Super League,195,Australia,Right,3,2,1,High/Medium,90,61,52,59,44,76,15,14,11,9,10,
H. Al Mansour,"LB, RB",62,62,30,113060,Al Okhdood,350,Pro League,183,Saudi Arabia,Left,5,2,1,Medium/Medium,69,56,60,61,58,66,7,10,7,10,12,
Li Tixiang,"CDM, CM, LM",62,62,33,112163,Zhejiang,2012,Super League,155,China PR,Right,3,2,1,Medium/Medium,68,51,53,57,58,71,12,15,13,10,11,
Shao Puliang,GK,62,62,33,112985,Cangzhou Mighty Lions,2012,Super League,155,China PR,Right,3,1,1,Medium/Medium,,,,,,,58,62,63,63,59,33
LÃ¼ Peng,"CDM, CM",62,62,33,112378,Dalian Professional,2012,Super League,155,China PR,Right,4,2,1,Medium/High,58,42,53,59,62,72,10,7,14,12,8,
Yang Hyung Mo,GK,62,62,31,983,Suwon Bluewings,83,K League 1,167,Korea Republic,Left,3,1,1,Medium/Medium,,,,,,,59,61,56,61,66,52
Yang Xiaotian,LWB,62,62,33,112985,Cangzhou Mighty Lions,2012,Super League,155,China PR,Left,3,2,1,High/Medium,69,54,56,58,56,73,7,14,11,7,14,
J. Marchioni,"CM, CDM",62,62,30,110815,CSM Politehnica IaÈ™i,330,Liga 1,52,Argentina,Left,3,2,1,Medium/Low,53,58,59,61,55,68,16,16,9,14,12,
Cheng Jin,"CM, LM",62,62,28,112163,Zhejiang,2012,Super League,155,China PR,Right,3,3,1,High/Low,69,59,64,65,44,48,9,6,15,10,9,
J. Rasheed,GK,62,62,31,112126,VÃ¤rnamo,56,Allsvenskan,36,Norway,Right,2,1,1,Medium/Medium,,,,,,,64,60,61,61,62,33
M. Devlin,CB,62,62,29,621,Livingston,50,Premiership,42,Scotland,Right,3,2,1,Low/Medium,46,28,38,44,61,65,12,13,13,7,13,
LeÃ¢ndro,"CB, LWB",62,62,39,114004,Stal Mielec,66,Ekstraklasa,54,Brazil,Left,3,2,1,High/Low,72,41,56,56,61,69,13,6,14,13,6,
M. GonÃ§alves,"RB, LB",62,62,28,1713,Winterthur,189,Super League,47,Switzerland,Right,3,2,1,Medium/Medium,75,35,52,64,56,58,16,16,8,11,12,
D. Chessa,"RW, RM, CAM",62,62,30,110176,Ulm,2076,3. Liga,21,Germany,Left,4,2,1,Medium/Medium,72,55,57,64,51,60,16,13,7,13,7,
Zhang Wei,"LWB, LB",62,62,30,131173,Qingdao Hainiu,2012,Super League,155,China PR,Right,3,3,1,High/High,76,43,55,58,58,65,13,15,12,13,8,
Zheng Dalun,"RM, LM, RB",62,62,29,111773,Shenzhen,2012,Super League,155,China PR,Right,4,3,1,Medium/High,79,55,56,66,49,53,8,16,7,8,6,
Yang Kuo,"RWB, CM",62,62,30,116361,Wuhan Three Towns,2012,Super League,155,China PR,Right,2,2,1,High/Medium,75,52,55,56,56,69,11,11,7,11,6,
Bi Jinhao,"CB, ST",62,62,32,111769,Changchun Yatai,2012,Super League,155,China PR,Right,3,2,1,High/Medium,59,59,56,56,58,76,12,9,15,7,10,
Zhang Xiaobin,"CM, CDM, CB",62,62,29,116361,Wuhan Three Towns,2012,Super League,155,China PR,Right,2,2,1,Low/High,55,55,57,57,58,74,9,10,12,11,10,
L. Sutton,"CDM, CM",62,62,26,112222,Harrogate Town,61,League Two,14,England,Right,2,2,1,High/Medium,78,45,56,61,59,70,10,7,11,9,8,
B. Kamau,"RM, ST",62,62,28,111399,Perth Glory,351,A-League,195,Australia,Right,3,3,1,High/Medium,87,54,52,64,53,51,7,11,6,12,8,
D. Wynne,LB,62,62,28,,,,,198,New Zealand,Left,2,2,1,Medium/Medium,69,36,55,59,58,65,12,7,13,9,9,
LÃ¼ Haidong,"LWB, LB, LM",62,62,31,116361,Wuhan Three Towns,2012,Super League,155,China PR,Left,3,2,1,High/Medium,65,47,56,55,59,63,12,8,10,15,11,
Feng Jin,"RWB, RM, RW",62,62,29,131173,Qingdao Hainiu,2012,Super League,155,China PR,Right,3,2,1,High/Medium,78,55,58,64,50,72,11,11,8,12,11,
A. Hunter,"LW, LM",62,62,27,1798,Milton Keynes Dons,61,League Two,14,England,Right,3,3,1,High/High,78,56,58,63,47,50,13,13,14,7,12,
K. Shelton,"ST, RW",62,62,30,696,Sporting Kansas City,39,Major League Soccer,95,United States,Right,3,3,1,Medium/High,73,57,56,61,36,78,12,16,9,6,15,
Wang Guoming,GK,62,62,33,111779,Henan,2012,Super League,155,China PR,Right,1,1,1,Medium/Medium,,,,,,,64,61,59,63,63,53
S. Murray,ST,62,62,31,631,Ross County,50,Premiership,42,Scotland,Right,3,2,1,High/Medium,80,62,45,60,21,61,8,14,14,9,12,
C. Stokes,"CB, LB",62,62,32,357,Morecambe,61,League Two,14,England,Left,3,2,1,Low/Medium,42,36,53,52,61,68,10,14,13,15,9,
A. Al Obaid,LB,62,62,30,113217,Damac,350,Pro League,183,Saudi Arabia,Left,3,2,1,High/Low,70,57,62,62,55,60,12,12,8,12,8,
F. Andersson,GK,62,62,34,113743,Varberg BoIS,56,Allsvenskan,46,Sweden,Right,2,1,1,Medium/Medium,,,,,,,62,64,59,62,62,35
Josi Mouraldo,CAM,62,62,31,112001,AmÃ©rica Mineiro,7,Serie A,54,Brazil,Left,2,3,1,Medium/Medium,59,56,62,63,42,67,10,9,16,8,15,
D. Bergqvist,CB,62,62,30,113892,Degerfors,56,Allsvenskan,46,Sweden,Right,4,2,1,Medium/Medium,46,31,49,53,58,81,11,11,8,9,9,
M. Ramsland,ST,62,62,30,1755,Aalesund,41,Eliteserien,36,Norway,Right,3,2,1,Medium/High,73,58,43,56,42,80,13,9,9,8,10,
O. Hawkins,"ST, CB",62,62,31,1802,Gillingham,61,League Two,14,England,Right,3,2,1,High/Medium,44,60,50,55,55,80,15,13,8,8,7,
Oh Jae Suk,"RWB, RB, LB",62,62,33,980,Daejeon Citizen,83,K League 1,167,Korea Republic,Right,4,2,1,Medium/Medium,58,34,56,60,61,61,8,5,14,13,10,
Jung Dong Yoon,"RWB, LWB",62,62,29,110765,Incheon United,83,K League 1,167,Korea Republic,Right,4,3,1,Medium/High,70,41,56,56,55,66,14,13,8,6,14,
Kweon Han Jin,CB,62,62,35,110765,Incheon United,83,K League 1,167,Korea Republic,Right,2,2,1,Medium/Medium,44,39,47,50,63,64,9,14,8,7,6,
Jang Ho Ik,"RB, CB",62,62,29,983,Suwon Bluewings,83,K League 1,167,Korea Republic,Right,3,2,1,Medium/High,79,48,52,61,54,70,5,12,9,10,12,
G. GavrilaÈ™,GK,62,62,32,110078,Petrolul 52,330,Liga 1,39,Romania,Right,3,1,1,Medium/Medium,,,,,,,63,60,61,60,62,32
M. Kanabah,"CM, CDM",62,62,30,111674,Al Shabab,350,Pro League,183,Saudi Arabia,Right,4,2,1,Medium/Medium,60,47,61,64,54,63,8,8,14,14,5,
A. Nadesan,ST,62,62,28,1802,Gillingham,61,League Two,14,England,Right,3,2,1,Medium/Medium,82,58,51,61,26,68,9,12,11,10,14,
N. McGinley,"LWB, LB",62,62,26,83,Motherwell,50,Premiership,14,England,Left,3,2,1,Medium/Medium,65,33,50,53,60,67,13,14,12,9,6,
N. Rieble,"LWB, LM, CB",62,62,27,492,Wehen Wiesbaden,20,2. Bundesliga,21,Germany,Left,4,2,1,Medium/Medium,71,42,54,59,59,70,7,9,7,6,12,
T. Abdullah,"RB, CDM",62,62,27,112572,Al Tai,350,Pro League,183,Saudi Arabia,Right,3,2,1,Medium/Medium,66,30,53,58,61,62,14,9,9,10,5,
B. Al Mutairi,"LB, LWB",62,62,33,112883,Al Khaleej,350,Pro League,183,Saudi Arabia,Left,3,2,1,Medium/Medium,78,28,51,58,56,56,7,6,13,8,9,
Lee Sang Ki,"RB, RWB",62,62,27,112258,Gwangju,83,K League 1,167,Korea Republic,Right,3,2,1,Medium/High,78,57,57,61,52,74,5,8,6,6,14,
T. Brewitt,CB,62,62,26,1934,Swindon Town,61,League Two,14,England,Right,3,2,1,Medium/Medium,63,36,45,51,59,77,11,13,7,5,11,
A. Al Joui,"LW, RW",62,62,28,111674,Al Shabab,350,Pro League,183,Saudi Arabia,Right,3,3,1,High/Medium,75,57,58,64,22,44,12,14,9,9,14,
Kim Han Gil,"LM, LWB, RM",62,62,28,112258,Gwangju,83,K League 1,167,Korea Republic,Left,3,3,1,High/Medium,78,53,49,63,29,67,13,13,9,7,11,
J. Schneider,"ST, CM, LM",62,62,29,1829,VfB LÃ¼beck,2076,3. Liga,21,Germany,Right,4,2,1,Medium/Medium,81,62,45,66,24,67,10,6,10,10,6,
